femalestar,malestar,femalerasi,malerasi,thinam_porutham,kanam_porutham,magendhiram_porutham,sthirthirgam_porutham,yoni_porutham,Rasi_porutham,rasi_adhipathi_porutham,vasiyam_porutham,raji_porutham,vedhai_porutham,target
uthiram 1 padham,pooratadhi 1 2 3 padham,simmam,kumbam,0,0,0,0,0,0,0,0,0,0,0
uthiram 1 padham,pooratadhi 4 padham,simmam,meenam,0,0,0,0,0,0,0,0,0,0,0
uthiram 1 padham,uthiraithadhi,simmam,meenam,1,1,0,1,1,0,1,0,1,1,1
uthiram 1 padham,revathi,simmam,meenam,0,1,1,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,aswini,kanni,mesam,1,1,0,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,bharani,kanni,mesam,1,1,0,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,karthigai 1 padham,kanni,mesam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,karthigai 2 3 4 padham,kanni,rishabam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,rohini,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,1
uthiram 2 3 4 padham,mirugasirisham 1 2 padham,kanni,rishabam,0,1,0,1,1,1,1,1,1,1,1
uthiram 2 3 4 padham,mirugasirisham 3 4 padham,kanni,mithunam,0,1,0,1,1,1,1,1,1,1,1
uthiram 2 3 4 padham,thiruvadhirai,kanni,mithunam,1,1,1,1,1,1,1,1,1,1,1
uthiram 2 3 4 padham,poonarpusham 1 2 3 padham,kanni,mithunam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,poonarpusham 4 padham,kanni,kadagam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,poosam,kanni,kadagam,1,1,0,1,1,1,0,0,1,1,1
uthiram 2 3 4 padham,ayilyam,kanni,kadagam,0,1,1,1,1,1,0,0,1,1,1
uthiram 2 3 4 padham,magam,kanni,simmam,1,1,0,1,1,1,1,0,1,1,1
uthiram 2 3 4 padham,pooram,kanni,simmam,1,1,0,1,1,1,1,0,1,1,1
uthiram 2 3 4 padham,uthiram 1 padham,kanni,simmam,0,1,1,0,1,1,1,0,0,1,0
uthiram 2 3 4 padham,uthiram 2 3 4 padham,kanni,kanni,0,1,1,0,1,1,1,0,0,1,0
uthiram 2 3 4 padham,astham,kanni,kanni,1,1,0,0,1,1,1,0,1,1,1
uthiram 2 3 4 padham,chithirai 1 2padham,kanni,kanni,0,1,0,0,1,1,1,0,1,1,0
uthiram 2 3 4 padham,chithirai 3 4 padham,kanni,thualam,0,1,0,0,0,0,1,0,1,1,0
uthiram 2 3 4 padham,swathi,kanni,thualam,1,1,1,0,1,0,1,0,1,1,1
uthiram 2 3 4 padham,visagam 1 2 3 padham,kanni,thualam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,visagam 4 padham,kanni,viruchagam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,anusam,kanni,viruchagam,1,1,0,0,1,0,1,0,1,1,0
uthiram 2 3 4 padham,kettai,kanni,viruchagam,0,1,1,0,1,0,1,0,1,1,0
uthiram 2 3 4 padham,moolam,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,pooradam,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,uthiradam 1 padham,kanni,dhanush,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,uthiradam 2 3 4 padham,kanni,magaram,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,thiruvonam,kanni,magaram,1,1,0,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,avitam 1 2 padham,kanni,magaram,0,1,0,1,1,0,1,0,1,1,0
uthiram 2 3 4 padham,avitam 3 4 padam,kanni,kumbam,0,1,0,1,1,0,0,0,1,1,0
uthiram 2 3 4 padham,sathayam,kanni,kumbam,1,1,1,1,1,0,1,0,1,1,1
uthiram 2 3 4 padham,pooratadhi 1 2 3 padham,kanni,kumbam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,pooratadhi 4 padham,kanni,meenam,0,0,0,0,0,0,0,0,0,0,0
uthiram 2 3 4 padham,uthiraithadhi,kanni,meenam,1,1,0,1,1,1,1,1,1,1,1
uthiram 2 3 4 padham,revathi,kanni,meenam,0,1,1,1,1,1,1,1,1,1,1
astham,aswini,kanni,mesam,0,1,1,1,0,0,1,0,1,1,0
astham,bharani,kanni,mesam,1,1,0,1,1,0,1,0,1,1,1
astham,karthigai 1 padham,kanni,mesam,1,1,0,1,1,0,1,0,1,1,1
astham,karthigai 2 3 4 padham,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,1
astham,rohini,kanni,rishabam,0,0,0,0,0,0,0,0,0,0,0
astham,mirugasirisham 1 2 padham,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,1
astham,mirugasirisham 3 4 padham,kanni,mithunam,1,1,0,1,1,1,1,0,1,1,1
astham,thiruvadhirai,kanni,mithunam,0,0,0,0,0,0,0,0,0,0,0
astham,poonarpusham 1 2 3 padham,kanni,mithunam,1,1,1,1,1,1,1,1,1,1,1
astham,poonarpusham 4 padham,kanni,kadagam,1,1,1,1,1,1,0,0,1,1,1
astham,poosam,kanni,kadagam,0,1,0,1,1,1,0,0,1,1,0
astham,ayilyam,kanni,kadagam,1,1,0,1,1,1,0,0,1,1,1
astham,magam,kanni,simmam,0,1,1,1,1,1,1,0,1,1,1
astham,pooram,kanni,simmam,1,1,0,1,1,1,1,0,1,1,1
astham,uthiram 1 padham,kanni,simmam,1,1,0,1,1,1,1,0,1,1,1
astham,uthiram 2 3 4 padham,kanni,kanni,1,1,0,1,1,1,1,0,1,1,1
astham,astham,kanni,kanni,0,1,1,0,1,1,1,0,0,1,0
astham,chithirai 1 2padham,kanni,kanni,1,1,0,0,1,1,1,0,1,1,1
astham,chithirai 3 4 padham,kanni,thualam,1,1,0,0,1,0,1,0,1,1,0
astham,swathi,kanni,thualam,0,0,0,0,0,0,0,0,0,0,0
astham,visagam 1 2 3 padham,kanni,thualam,1,1,1,0,1,0,1,0,1,1,1
astham,visagam 4 padham,kanni,viruchagam,1,1,1,0,1,0,1,0,1,1,1
astham,anusam,kanni,viruchagam,0,1,0,0,1,0,1,0,1,1,0
astham,kettai,kanni,viruchagam,1,1,0,0,1,0,1,0,1,1,0
astham,moolam,kanni,dhanush,0,0,1,0,1,0,1,0,1,1,0
astham,pooradam,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,1
astham,uthiradam 1 padham,kanni,dhanush,1,1,0,1,1,0,1,0,1,1,1
astham,uthiradam 2 3 4 padham,kanni,magaram,1,1,0,1,1,0,1,0,1,1,1
astham,thiruvonam,kanni,magaram,0,0,0,0,0,0,0,0,0,0,0
astham,avitam 1 2 padham,kanni,magaram,1,1,0,1,1,0,1,0,1,1,1
astham,avitam 3 4 padam,kanni,kumbam,1,1,0,1,1,0,0,0,1,1,0
astham,sathayam,kanni,kumbam,0,0,0,0,0,0,0,0,0,0,0
astham,pooratadhi 1 2 3 padham,kanni,kumbam,1,1,1,1,1,0,1,0,1,1,1
astham,pooratadhi 4 padham,kanni,meenam,1,1,1,1,1,1,1,1,1,1,1
astham,uthiraithadhi,kanni,meenam,0,1,0,1,1,1,1,1,1,1,1
astham,revathi,kanni,meenam,1,1,0,1,1,1,1,1,1,1,1
chithirai 1 2padham,aswini,kanni,mesam,1,0,0,1,1,0,1,0,1,1,0
chithirai 1 2padham,bharani,kanni,mesam,0,0,1,1,1,0,1,0,1,1,0
chithirai 1 2padham,karthigai 1 padham,kanni,mesam,1,1,0,1,0,0,1,0,1,1,0
chithirai 1 2padham,karthigai 2 3 4 padham,kanni,rishabam,1,1,0,1,1,1,1,1,1,1,1
chithirai 1 2padham,rohini,kanni,rishabam,1,0,0,1,1,1,1,1,1,1,1
chithirai 1 2padham,mirugasirisham 1 2 padham,kanni,rishabam,0,0,0,0,0,0,0,0,0,0,0
chithirai 1 2padham,mirugasirisham 3 4 padham,kanni,mithunam,0,0,0,0,0,0,0,0,0,0,0
chithirai 1 2padham,thiruvadhirai,kanni,mithunam,1,0,0,1,1,1,1,1,1,1,1
chithirai 1 2padham,poonarpusham 1 2 3 padham,kanni,mithunam,0,0,0,1,1,1,1,0,1,1,0
chithirai 1 2padham,poonarpusham 4 padham,kanni,kadagam,0,0,0,1,1,1,0,0,1,1,0
chithirai 1 2padham,poosam,kanni,kadagam,1,0,1,1,1,1,0,0,1,1,1
chithirai 1 2padham,ayilyam,kanni,kadagam,0,1,0,1,1,1,0,0,1,1,0
chithirai 1 2padham,magam,kanni,simmam,1,1,0,1,1,1,1,0,1,1,1
chithirai 1 2padham,pooram,kanni,simmam,0,0,1,1,1,1,1,0,1,1,1
chithirai 1 2padham,uthiram 1 padham,kanni,simmam,1,0,0,1,0,1,1,0,1,1,0
chithirai 1 2padham,uthiram 2 3 4 padham,kanni,kanni,1,0,0,1,0,1,1,0,1,1,0
chithirai 1 2padham,astham,kanni,kanni,1,0,0,1,1,1,1,0,1,1,1
chithirai 1 2padham,chithirai 1 2padham,kanni,kanni,0,0,0,0,0,0,0,0,0,0,0
chithirai 1 2padham,chithirai 3 4 padham,kanni,thualam,0,0,0,0,0,0,0,0,0,0,0
chithirai 1 2padham,swathi,kanni,thualam,1,0,0,0,1,0,1,0,1,1,0
chithirai 1 2padham,visagam 1 2 3 padham,kanni,thualam,0,1,0,0,1,0,1,0,1,1,0
chithirai 1 2padham,visagam 4 padham,kanni,viruchagam,0,1,0,0,1,0,1,0,1,1,0
chithirai 1 2padham,anusam,kanni,viruchagam,1,0,1,0,1,0,1,0,1,1,0
chithirai 1 2padham,kettai,kanni,viruchagam,0,1,0,0,1,0,1,0,1,1,0
chithirai 1 2padham,moolam,kanni,dhanush,1,1,0,0,1,0,1,0,1,1,0
chithirai 1 2padham,pooradam,kanni,dhanush,0,0,1,0,1,0,1,0,1,1,0
chithirai 1 2padham,uthiradam 1 padham,kanni,dhanush,1,0,0,1,0,0,1,0,1,1,0
chithirai 1 2padham,uthiradam 2 3 4 padham,kanni,magaram,1,0,0,1,0,0,1,0,1,1,0
chithirai 1 2padham,thiruvonam,kanni,magaram,1,0,0,1,1,0,1,0,1,1,0
chithirai 1 2padham,avitam 1 2 padham,kanni,magaram,0,0,0,0,0,0,0,0,0,0,0
chithirai 1 2padham,avitam 3 4 padam,kanni,kumbam,0,0,0,0,0,0,0,0,0,0,0
chithirai 1 2padham,sathayam,kanni,kumbam,1,1,0,1,1,0,1,0,1,1,1
chithirai 1 2padham,pooratadhi 1 2 3 padham,kanni,kumbam,0,0,0,1,1,0,1,0,1,1,0
chithirai 1 2padham,pooratadhi 4 padham,kanni,meenam,0,0,0,1,1,1,1,1,1,1,1
chithirai 1 2padham,uthiraithadhi,kanni,meenam,1,0,1,1,0,1,1,1,1,1,1
chithirai 1 2padham,revathi,kanni,meenam,1,0,0,1,1,1,1,1,1,1,1
chithirai 3 4 padham,aswini,thualam,mesam,1,0,0,1,1,1,1,0,1,1,1
chithirai 3 4 padham,bharani,thualam,mesam,0,0,1,1,1,1,1,0,1,1,1
chithirai 3 4 padham,karthigai 1 padham,thualam,mesam,1,1,0,1,1,1,1,0,1,1,1
chithirai 3 4 padham,karthigai 2 3 4 padham,thualam,rishabam,1,1,0,1,1,0,1,0,1,1,1
chithirai 3 4 padham,rohini,thualam,rishabam,1,0,0,1,1,0,1,0,1,1,0
chithirai 3 4 padham,mirugasirisham 1 2 padham,thualam,rishabam,0,0,0,0,0,0,0,0,0,0,0
chithirai 3 4 padham,mirugasirisham 3 4 padham,thualam,mithunam,0,0,0,0,0,0,0,0,0,0,0
chithirai 3 4 padham,thiruvadhirai,thualam,mithunam,1,0,0,1,1,1,1,0,1,1,1
chithirai 3 4 padham,poonarpusham 1 2 3 padham,thualam,mithunam,0,0,0,1,1,1,1,0,1,1,0
chithirai 3 4 padham,poonarpusham 4 padham,thualam,kadagam,0,0,0,1,1,1,0,0,1,1,0
chithirai 3 4 padham,poosam,thualam,kadagam,1,0,1,1,1,1,0,0,1,1,1
chithirai 3 4 padham,ayilyam,thualam,kadagam,0,1,0,1,1,1,0,0,1,1,0
chithirai 3 4 padham,magam,thualam,simmam,1,1,0,1,1,1,0,0,1,1,1
chithirai 3 4 padham,pooram,thualam,simmam,0,0,1,1,1,1,0,0,1,1,0
chithirai 3 4 padham,uthiram 1 padham,thualam,simmam,1,0,0,1,0,1,0,0,1,1,0
chithirai 3 4 padham,uthiram 2 3 4 padham,thualam,kanni,1,0,0,1,0,1,1,0,1,1,0
chithirai 3 4 padham,astham,thualam,kanni,1,0,0,1,1,1,1,0,1,1,1
chithirai 3 4 padham,chithirai 1 2padham,thualam,kanni,0,0,0,0,0,0,0,0,0,0,0
chithirai 3 4 padham,chithirai 3 4 padham,thualam,thualam,0,0,0,0,0,0,0,0,0,0,0
chithirai 3 4 padham,swathi,thualam,thualam,1,0,0,0,1,1,1,0,1,1,0
chithirai 3 4 padham,visagam 1 2 3 padham,thualam,thualam,0,1,0,0,1,1,1,0,1,1,0
chithirai 3 4 padham,visagam 4 padham,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,0
chithirai 3 4 padham,anusam,thualam,viruchagam,1,0,1,0,1,0,1,0,1,1,0
chithirai 3 4 padham,kettai,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,0
chithirai 3 4 padham,moolam,thualam,dhanush,1,1,0,0,1,0,1,0,1,1,0
chithirai 3 4 padham,pooradam,thualam,dhanush,0,0,1,0,1,0,1,0,1,1,0
chithirai 3 4 padham,uthiradam 1 padham,thualam,dhanush,1,0,0,1,0,0,1,0,1,1,0
chithirai 3 4 padham,uthiradam 2 3 4 padham,thualam,magaram,1,0,0,1,0,0,1,1,1,1,0
chithirai 3 4 padham,thiruvonam,thualam,magaram,1,0,0,1,1,0,1,1,1,1,1
chithirai 3 4 padham,avitam 1 2 padham,thualam,magaram,0,0,0,0,0,0,0,0,0,0,0
chithirai 3 4 padham,avitam 3 4 padam,thualam,kumbam,0,0,0,0,0,0,0,0,0,0,0
chithirai 3 4 padham,sathayam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,1
chithirai 3 4 padham,pooratadhi 1 2 3 padham,thualam,kumbam,0,0,0,1,1,0,1,0,1,1,0
chithirai 3 4 padham,pooratadhi 4 padham,thualam,meenam,0,0,0,1,1,0,1,0,1,1,0
chithirai 3 4 padham,uthiraithadhi,thualam,meenam,0,0,0,1,1,0,1,0,1,1,0
chithirai 3 4 padham,revathi,thualam,meenam,0,0,0,1,1,0,1,0,1,1,0
swathi,aswini,thualam,mesam,0,1,0,1,0,1,1,0,1,1,0
swathi,bharani,thualam,mesam,1,1,0,1,1,1,1,0,1,1,1
swathi,karthigai 1 padham,thualam,mesam,0,1,0,1,1,1,1,0,1,1,1
swathi,karthigai 2 3 4 padham,thualam,rishabam,0,1,0,1,1,0,1,0,1,1,0
swathi,rohini,thualam,rishabam,0,0,0,0,0,0,0,0,0,0,0
swathi,mirugasirisham 1 2 padham,thualam,rishabam,1,1,0,1,1,0,1,0,1,1,1
swathi,mirugasirisham 3 4 padham,thualam,mithunam,1,1,0,1,1,1,1,0,1,1,1
swathi,thiruvadhirai,thualam,mithunam,0,0,0,0,0,0,0,0,0,0,0
swathi,poonarpusham 1 2 3 padham,thualam,mithunam,1,1,0,1,1,1,1,0,1,1,1
swathi,poonarpusham 4 padham,thualam,kadagam,1,1,0,1,1,1,0,0,1,1,1
swathi,poosam,thualam,kadagam,0,1,0,1,1,1,0,0,1,1,0
swathi,ayilyam,thualam,kadagam,1,1,1,1,1,1,0,0,1,1,1
swathi,magam,thualam,simmam,0,1,0,1,1,1,0,0,1,1,0
swathi,pooram,thualam,simmam,1,1,0,1,1,1,0,0,1,1,1
swathi,uthiram 1 padham,thualam,simmam,0,1,1,1,1,1,0,0,1,1,1
swathi,uthiram 2 3 4 padham,thualam,kanni,0,1,1,1,1,1,0,0,1,1,1
swathi,astham,thualam,kanni,0,0,0,0,0,0,0,0,0,0,0
swathi,chithirai 1 2padham,thualam,kanni,1,1,0,1,1,1,1,0,1,1,1
swathi,chithirai 3 4 padham,thualam,thualam,1,1,0,1,1,1,1,0,1,1,1
swathi,swathi,thualam,thualam,0,0,0,0,0,0,0,0,0,0,0
swathi,visagam 1 2 3 padham,thualam,thualam,1,1,0,0,1,1,1,0,1,1,1
swathi,visagam 4 padham,thualam,viruchagam,1,1,0,0,1,0,1,0,1,1,0
swathi,anusam,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,0
swathi,kettai,thualam,viruchagam,1,1,1,0,1,0,1,0,1,1,1
swathi,moolam,thualam,dhanush,0,1,0,0,1,0,1,0,1,1,0
swathi,pooradam,thualam,dhanush,1,1,0,0,1,0,1,0,1,1,0
swathi,uthiradam 1 padham,thualam,dhanush,0,1,1,0,1,0,1,0,1,1,0
swathi,uthiradam 2 3 4 padham,thualam,magaram,0,1,1,0,1,0,1,1,1,1,1
swathi,thiruvonam,thualam,magaram,0,0,0,0,0,0,0,0,0,0,0
swathi,avitam 1 2 padham,thualam,magaram,1,1,0,1,1,0,1,1,1,1,1
swathi,avitam 3 4 padam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,1
swathi,sathayam,thualam,kumbam,0,0,0,0,0,0,0,0,0,0,0
swathi,pooratadhi 1 2 3 padham,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,1
swathi,pooratadhi 4 padham,thualam,meenam,1,1,0,1,1,0,1,0,1,1,1
swathi,uthiraithadhi,thualam,meenam,0,1,0,1,1,0,1,0,1,1,0
swathi,revathi,thualam,meenam,1,1,1,1,1,0,1,0,1,1,1
visagam 1 2 3 padham,aswini,thualam,mesam,1,0,1,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,bharani,thualam,mesam,0,0,0,1,1,1,1,0,1,1,0
visagam 1 2 3 padham,karthigai 1 padham,thualam,mesam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,karthigai 2 3 4 padham,thualam,rishabam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,rohini,thualam,rishabam,0,0,1,1,1,0,1,0,1,1,0
visagam 1 2 3 padham,mirugasirisham 1 2 padham,thualam,rishabam,1,0,0,1,1,0,1,0,1,1,0
visagam 1 2 3 padham,mirugasirisham 3 4 padham,thualam,mithunam,1,0,0,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,thiruvadhirai,thualam,mithunam,1,0,0,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,poonarpusham 1 2 3 padham,thualam,mithunam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,poonarpusham 4 padham,thualam,kadagam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,poosam,thualam,kadagam,1,0,0,1,1,1,0,0,1,1,0
visagam 1 2 3 padham,ayilyam,thualam,kadagam,0,1,0,1,1,1,0,0,1,1,0
visagam 1 2 3 padham,magam,thualam,simmam,1,1,1,1,1,1,0,0,1,1,1
visagam 1 2 3 padham,pooram,thualam,simmam,0,0,0,1,1,1,0,0,1,1,0
visagam 1 2 3 padham,uthiram 1 padham,thualam,simmam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,uthiram 2 3 4 padham,thualam,kanni,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,astham,thualam,kanni,0,0,1,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,chithirai 1 2padham,thualam,kanni,1,1,0,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,chithirai 3 4 padham,thualam,thualam,1,1,0,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,swathi,thualam,thualam,1,0,0,1,1,1,1,0,1,1,1
visagam 1 2 3 padham,visagam 1 2 3 padham,thualam,thualam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,visagam 4 padham,thualam,viruchagam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,anusam,thualam,viruchagam,1,0,0,0,1,0,1,0,1,1,0
visagam 1 2 3 padham,kettai,thualam,viruchagam,0,1,0,0,1,0,1,0,1,1,0
visagam 1 2 3 padham,moolam,thualam,dhanush,1,1,1,0,1,0,1,0,1,1,1
visagam 1 2 3 padham,pooradam,thualam,dhanush,0,0,0,0,1,0,1,0,1,1,0
visagam 1 2 3 padham,uthiradam 1 padham,thualam,dhanush,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,uthiradam 2 3 4 padham,thualam,magaram,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,thiruvonam,thualam,magaram,0,0,1,1,1,0,1,1,1,1,1
visagam 1 2 3 padham,avitam 1 2 padham,thualam,magaram,1,1,0,1,1,0,1,1,1,1,1
visagam 1 2 3 padham,avitam 3 4 padam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,1
visagam 1 2 3 padham,sathayam,thualam,kumbam,1,1,0,1,1,0,1,0,1,1,1
visagam 1 2 3 padham,pooratadhi 1 2 3 padham,thualam,kumbam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,pooratadhi 4 padham,thualam,meenam,0,0,0,0,0,0,0,0,0,0,0
visagam 1 2 3 padham,uthiraithadhi,thualam,meenam,1,0,0,1,0,0,1,0,1,1,0
visagam 1 2 3 padham,revathi,thualam,meenam,0,0,0,1,1,0,1,0,1,1,0
visagam 4 padham,aswini,viruchagam,mesam,1,0,1,1,1,0,1,0,1,1,1
visagam 4 padham,bharani,viruchagam,mesam,0,0,0,1,1,0,1,0,1,1,0
visagam 4 padham,karthigai 1 padham,viruchagam,mesam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,karthigai 2 3 4 padham,viruchagam,rishabam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,rohini,viruchagam,rishabam,0,0,1,1,1,1,1,0,1,1,1
visagam 4 padham,mirugasirisham 1 2 padham,viruchagam,rishabam,1,0,0,1,1,1,1,0,1,1,1
visagam 4 padham,mirugasirisham 3 4 padham,viruchagam,mithunam,1,0,0,1,1,0,0,0,1,1,0
visagam 4 padham,thiruvadhirai,viruchagam,mithunam,1,0,0,1,1,0,0,0,1,1,0
visagam 4 padham,poonarpusham 1 2 3 padham,viruchagam,mithunam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,poonarpusham 4 padham,viruchagam,kadagam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,poosam,viruchagam,kadagam,1,0,0,1,1,1,1,1,1,1,1
visagam 4 padham,ayilyam,viruchagam,kadagam,0,1,0,1,1,1,1,1,1,1,1
visagam 4 padham,magam,viruchagam,simmam,1,1,1,1,1,1,1,1,1,1,1
visagam 4 padham,pooram,viruchagam,simmam,0,0,0,1,1,1,1,0,1,1,0
visagam 4 padham,uthiram 1 padham,viruchagam,simmam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,uthiram 2 3 4 padham,viruchagam,kanni,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,astham,viruchagam,kanni,0,0,1,1,1,1,0,1,1,1,1
visagam 4 padham,chithirai 1 2padham,viruchagam,kanni,1,0,1,1,1,1,0,1,1,1,1
visagam 4 padham,chithirai 3 4 padham,viruchagam,thualam,1,1,0,1,1,1,1,1,1,1,1
visagam 4 padham,swathi,viruchagam,thualam,1,0,0,1,1,1,1,0,1,1,1
visagam 4 padham,visagam 1 2 3 padham,viruchagam,thualam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,visagam 4 padham,viruchagam,viruchagam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,anusam,viruchagam,viruchagam,1,0,0,0,1,1,1,0,1,1,0
visagam 4 padham,kettai,viruchagam,viruchagam,0,1,0,0,1,1,1,0,1,1,0
visagam 4 padham,moolam,viruchagam,dhanush,1,1,1,0,1,0,1,0,1,1,1
visagam 4 padham,pooradam,viruchagam,dhanush,0,0,0,0,1,0,1,0,1,1,0
visagam 4 padham,uthiradam 1 padham,viruchagam,dhanush,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,uthiradam 2 3 4 padham,viruchagam,magaram,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,thiruvonam,viruchagam,magaram,0,0,1,0,1,0,1,0,1,1,0
visagam 4 padham,avitam 1 2 padham,viruchagam,magaram,1,1,0,1,1,0,1,0,1,1,1
visagam 4 padham,avitam 3 4 padam,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,1
visagam 4 padham,sathayam,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,1
visagam 4 padham,pooratadhi 1 2 3 padham,viruchagam,kumbam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,pooratadhi 4 padham,viruchagam,meenam,0,0,0,0,0,0,0,0,0,0,0
visagam 4 padham,uthiraithadhi,viruchagam,meenam,1,0,0,1,0,0,1,0,1,1,0
visagam 4 padham,revathi,viruchagam,meenam,0,0,0,1,1,0,1,0,1,1,0
anusam,aswini,viruchagam,mesam,0,1,0,1,1,0,1,0,1,1,0
anusam,bharani,viruchagam,mesam,0,0,0,0,0,0,0,0,0,0,0
anusam,karthigai 1 padham,viruchagam,mesam,0,1,0,1,1,0,1,0,1,1,0
anusam,karthigai 2 3 4 padham,viruchagam,rishabam,0,1,0,1,1,1,1,0,1,1,1
anusam,rohini,viruchagam,rishabam,1,1,0,1,1,1,1,0,1,1,1
anusam,mirugasirisham 1 2 padham,viruchagam,rishabam,0,1,1,1,1,1,1,0,1,1,1
anusam,mirugasirisham 3 4 padham,viruchagam,mithunam,0,1,1,1,1,0,0,0,1,1,0
anusam,thiruvadhirai,viruchagam,mithunam,1,1,0,1,0,0,0,0,1,1,0
anusam,poonarpusham 1 2 3 padham,viruchagam,mithunam,1,1,0,1,1,0,0,0,1,1,0
anusam,poonarpusham 4 padham,viruchagam,kadagam,1,1,0,1,1,1,1,1,1,1,1
anusam,poosam,viruchagam,kadagam,0,0,0,0,0,0,0,0,0,0,0
anusam,ayilyam,viruchagam,kadagam,1,1,0,1,1,1,1,1,1,1,1
anusam,magam,viruchagam,simmam,0,1,0,1,1,1,1,0,1,1,1
anusam,pooram,viruchagam,simmam,0,0,0,0,0,0,0,0,0,0,0
anusam,uthiram 1 padham,viruchagam,simmam,0,1,0,1,1,1,1,0,1,1,1
anusam,uthiram 2 3 4 padham,viruchagam,kanni,0,1,0,1,1,1,0,1,1,1,1
anusam,astham,viruchagam,kanni,1,1,0,1,1,1,0,1,1,1,1
anusam,chithirai 1 2padham,viruchagam,kanni,0,1,1,1,1,1,0,1,1,1,1
anusam,chithirai 3 4 padham,viruchagam,thualam,0,1,1,1,1,1,1,0,1,1,1
anusam,swathi,viruchagam,thualam,1,1,0,1,1,1,1,0,1,1,1
anusam,visagam 1 2 3 padham,viruchagam,thualam,1,1,0,1,1,1,1,0,1,1,1
anusam,visagam 4 padham,viruchagam,viruchagam,1,1,0,1,1,1,1,0,1,1,1
anusam,anusam,viruchagam,viruchagam,0,0,0,0,0,0,0,0,0,0,0
anusam,kettai,viruchagam,viruchagam,1,1,0,0,1,1,1,0,1,1,1
anusam,moolam,viruchagam,dhanush,0,1,0,0,0,0,1,0,1,1,0
anusam,pooradam,viruchagam,dhanush,0,0,0,0,0,0,0,0,0,0,0
anusam,uthiradam 1 padham,viruchagam,dhanush,0,1,0,0,1,0,1,0,1,1,0
anusam,uthiradam 2 3 4 padham,viruchagam,magaram,0,1,0,0,1,0,1,0,1,1,0
anusam,thiruvonam,viruchagam,magaram,1,1,0,0,1,0,1,0,1,1,0
